customer_id,product_id,product_category,purchase_amount,purchase_date
373,1,Category 4,309.55,2022-05-28
277,31,Category 4,79.4,2022-10-02
245,34,Category 5,577.46,2022-11-23
338,25,Category 1,891.27,2022-03-07
23,5,Category 5,420.85,2022-03-03
34,32,Category 2,750.65,2022-04-01
15,26,Category 1,191.12,2022-12-25
201,28,Category 3,702.04,2022-12-14
183,24,Category 2,574.18,2022-08-11
28,28,Category 3,603.09,2022-09-28
120,27,Category 1,868.26,2022-01-28
35,44,Category 2,358.13,2022-05-18
15,5,Category 5,353.6,2022-01-19
247,8,Category 1,451.41,2022-08-16
412,8,Category 1,664.84,2022-02-05
46,4,Category 1,360.82,2022-12-19
4,33,Category 2,467.98,2022-05-17
16,2,Category 4,932.59,2022-12-04
486,33,Category 2,498.05,2022-01-30
261,24,Category 2,692.73,2022-07-05
429,2,Category 4,44.68,2022-06-20
284,30,Category 4,974.7,2022-10-25
108,27,Category 1,477.14,2022-10-01
474,45,Category 3,118.62,2022-04-22
402,24,Category 2,246.21,2022-05-22
431,19,Category 5,157.98,2022-04-26
219,6,Category 1,329.1,2022-06-21
494,47,Category 2,64.79,2022-10-11
207,35,Category 2,785.63,2022-08-21
89,28,Category 3,817.23,2022-07-23
378,2,Category 4,321.75,2022-10-24
349,46,Category 4,886.97,2022-12-06
292,45,Category 3,756.79,2022-10-19
407,35,Category 2,923.55,2022-10-10
325,13,Category 1,909.78,2022-02-04
282,13,Category 1,375.4,2022-12-30
301,15,Category 3,437.86,2022-04-01
415,31,Category 4,515.81,2022-02-17
434,45,Category 3,327.4,2022-01-14
269,13,Category 1,420.76,2022-01-02
300,4,Category 1,102.37,2022-06-22
357,44,Category 2,26.29,2022-06-30
30,30,Category 4,517.07,2022-01-04
341,28,Category 3,661.05,2022-10-17
108,39,Category 4,466.09,2022-05-27
90,27,Category 1,602.28,2022-03-13
189,48,Category 3,180.14,2022-01-28
346,30,Category 4,328.73,2022-07-26
145,37,Category 4,455.45,2022-06-14
108,1,Category 4,71.34,2022-12-07
125,37,Category 4,582.36,2022-03-15
381,47,Category 2,436.99,2022-10-21
155,24,Category 2,683.81,2022-09-28
211,14,Category 3,808.63,2022-03-26
12,25,Category 1,692.35,2022-06-08
423,20,Category 2,622.22,2022-05-11
120,43,Category 2,29.03,2022-11-21
143,14,Category 3,619.66,2022-10-07
181,3,Category 1,549.48,2022-11-10
193,50,Category 4,768.41,2022-02-02
136,9,Category 1,615.25,2022-09-09
29,46,Category 4,186.75,2022-11-08
415,48,Category 3,71.28,2022-05-27
282,2,Category 4,749.57,2022-11-27
372,9,Category 1,86.8,2022-11-28
312,8,Category 1,803.24,2022-03-14
470,35,Category 2,722.27,2022-03-19
214,10,Category 3,720.48,2022-06-01
27,15,Category 3,130.22,2022-05-31
336,8,Category 1,789.47,2022-03-15
490,39,Category 4,752.78,2022-01-14
175,48,Category 3,342.24,2022-02-28
95,2,Category 4,188.94,2022-06-26
110,1,Category 4,758.42,2022-08-23
95,32,Category 2,638.2,2022-11-03
240,20,Category 2,69.02,2022-04-12
153,34,Category 5,674.57,2022-09-06
156,1,Category 4,497.11,2022-01-09
425,29,Category 3,948.09,2022-08-14
361,20,Category 2,868.52,2022-10-25
93,33,Category 2,267.97,2022-09-29
230,28,Category 3,121.05,2022-10-26
227,26,Category 1,362.56,2022-09-17
444,36,Category 1,789.34,2022-02-18
144,21,Category 1,716.11,2022-09-22
493,20,Category 2,81.08,2022-04-14
173,24,Category 2,243.55,2022-06-10
3,15,Category 3,889.55,2022-01-02
389,12,Category 1,112.32,2022-01-06
359,13,Category 1,181.43,2022-01-15
3,34,Category 5,66.81,2022-03-02
84,5,Category 5,590.92,2022-05-31
195,28,Category 3,201.31,2022-09-21
285,3,Category 1,870.34,2022-11-19
367,7,Category 5,156.79,2022-08-13
60,21,Category 1,657.78,2022-12-23
224,3,Category 1,111.37,2022-10-29
127,6,Category 1,376.55,2022-07-10
10,24,Category 2,524.68,2022-10-02
82,48,Category 3,575.7,2022-04-03
397,1,Category 4,542.58,2022-01-01
337,9,Category 1,242.63,2022-10-17
374,14,Category 3,665.43,2022-04-14
481,27,Category 1,785.05,2022-05-02
278,30,Category 4,474.21,2022-05-05
170,8,Category 1,927.9,2022-05-22
106,11,Category 3,441.39,2022-06-08
458,50,Category 4,933.27,2022-03-27
51,36,Category 1,250.67,2022-08-02
106,13,Category 1,77.24,2022-12-27
42,45,Category 3,855.95,2022-07-26
353,26,Category 1,924.14,2022-03-30
271,43,Category 2,835.52,2022-09-13
267,35,Category 2,123.46,2022-04-06
373,32,Category 2,304.85,2022-03-17
396,18,Category 4,371.13,2022-09-10
57,23,Category 2,735.15,2022-11-02
395,36,Category 1,867.48,2022-08-20
169,16,Category 3,247.5,2022-02-20
453,9,Category 1,986.48,2022-04-07
249,6,Category 1,437.98,2022-09-10
77,50,Category 4,255.12,2022-05-20
173,25,Category 1,719.04,2022-01-22
207,40,Category 4,200.06,2022-08-15
286,37,Category 4,902.05,2022-10-26
302,14,Category 3,738.19,2022-04-06
177,19,Category 5,312.04,2022-03-11
329,4,Category 1,77.57,2022-02-15
204,11,Category 3,489.37,2022-10-20
300,31,Category 4,221.8,2022-08-27
334,18,Category 4,672.12,2022-03-15
460,22,Category 4,678.61,2022-11-28
370,31,Category 4,906.53,2022-10-09
175,2,Category 4,147.01,2022-06-11
107,11,Category 3,862.21,2022-09-05
207,16,Category 3,965.41,2022-10-25
335,29,Category 3,295.96,2022-10-30
399,40,Category 4,413.36,2022-01-09
498,34,Category 5,530.58,2022-02-02
291,10,Category 3,130.32,2022-04-28
179,50,Category 4,687.08,2022-01-21
423,9,Category 1,184.17,2022-07-31
159,10,Category 3,537.74,2022-01-21
269,14,Category 3,210.13,2022-08-11
60,13,Category 1,229.03,2022-08-30
248,46,Category 4,908.69,2022-05-09
24,41,Category 2,408.65,2022-04-01
4,19,Category 5,595.86,2022-03-04
124,31,Category 4,597.18,2022-05-05
389,10,Category 3,771.47,2022-05-01
176,33,Category 2,401.23,2022-09-22
477,18,Category 4,911.73,2022-11-03
39,43,Category 2,517.71,2022-01-29
403,27,Category 1,185.42,2022-04-29
350,41,Category 2,878.47,2022-10-03
82,7,Category 5,517.6,2022-02-19
341,35,Category 2,96.77,2022-10-05
450,46,Category 4,901.29,2022-07-11
277,20,Category 2,663.64,2022-10-01
169,47,Category 2,668.08,2022-02-01
259,13,Category 1,520.73,2022-07-05
418,20,Category 2,198.95,2022-06-19
25,28,Category 3,400.31,2022-02-14
247,36,Category 1,407.98,2022-07-06
145,6,Category 1,474.23,2022-10-17
110,14,Category 3,200.94,2022-09-13
444,15,Category 3,846.17,2022-01-23
376,3,Category 1,247.5,2022-04-19
79,5,Category 5,792.02,2022-08-25
1,44,Category 2,955.09,2022-10-14
30,48,Category 3,38.15,2022-10-12
209,6,Category 1,156.51,2022-04-29
87,12,Category 1,532.06,2022-07-11
240,25,Category 1,816.65,2022-12-12
180,36,Category 1,651.1,2022-06-04
342,24,Category 2,406.57,2022-04-26
444,10,Category 3,886.18,2022-09-15
285,31,Category 4,849.57,2022-03-02
93,21,Category 1,249.13,2022-08-08
380,47,Category 2,475.96,2022-04-01
371,34,Category 5,352.49,2022-03-18
9,40,Category 4,794.22,2022-11-19
64,50,Category 4,662.81,2022-12-19
419,12,Category 1,240.07,2022-02-18
146,7,Category 5,688.75,2022-02-08
92,28,Category 3,304.85,2022-08-19
394,6,Category 1,462.97,2022-02-24
229,45,Category 3,743.31,2022-08-28
493,24,Category 2,434.88,2022-07-08
44,15,Category 3,863.74,2022-10-16
395,11,Category 3,321.62,2022-05-10
361,32,Category 2,144.23,2022-07-02
215,14,Category 3,365.18,2022-04-13
171,28,Category 3,672.4,2022-11-16
56,32,Category 2,144.89,2022-11-16
72,10,Category 3,517.04,2022-02-09
443,8,Category 1,954.76,2022-08-21
184,40,Category 4,748.78,2022-10-13
487,12,Category 1,985.77,2022-06-28
469,44,Category 2,274.18,2022-09-02
241,24,Category 2,834.38,2022-02-20
405,41,Category 2,780.98,2022-12-20
214,20,Category 2,826.54,2022-03-21
394,24,Category 2,229.75,2022-09-26
3,20,Category 2,861.29,2022-11-07
87,49,Category 5,225.21,2022-07-12
21,46,Category 4,575.35,2022-03-11
326,50,Category 4,128.54,2022-05-14
345,50,Category 4,499.38,2022-10-13
477,12,Category 1,403.87,2022-06-15
185,10,Category 3,117.69,2022-07-04
7,5,Category 5,417.17,2022-09-08
194,24,Category 2,449.21,2022-12-07
385,16,Category 3,596.49,2022-02-12
64,30,Category 4,730.43,2022-11-04
277,25,Category 1,742.81,2022-12-04
129,37,Category 4,25.09,2022-02-04
38,36,Category 1,411.09,2022-02-28
178,43,Category 2,934.54,2022-04-30
36,19,Category 5,371.15,2022-08-08
281,37,Category 4,80.82,2022-02-08
122,47,Category 2,631.69,2022-02-09
326,48,Category 3,960.2,2022-07-02
356,48,Category 3,858.06,2022-11-16
296,20,Category 2,215.99,2022-03-10
472,40,Category 4,405.21,2022-09-02
249,33,Category 2,671.13,2022-03-22
340,35,Category 2,809.64,2022-10-03
94,12,Category 1,486.01,2022-11-08
392,28,Category 3,671.56,2022-01-07
159,50,Category 4,818.66,2022-05-29
93,30,Category 4,757.43,2022-07-24
112,19,Category 5,704.12,2022-05-21
90,32,Category 2,884.1,2022-03-15
97,4,Category 1,444.65,2022-01-28
209,31,Category 4,636.18,2022-01-30
256,20,Category 2,272.34,2022-12-20
256,13,Category 1,678.84,2022-05-02
162,32,Category 2,714.78,2022-10-29
443,15,Category 3,488.15,2022-09-25
159,4,Category 1,570.31,2022-06-22
412,49,Category 5,613.57,2022-11-07
320,1,Category 4,257.78,2022-03-01
230,13,Category 1,371.69,2022-09-23
297,17,Category 5,404.13,2022-01-24
444,46,Category 4,310.42,2022-10-13
147,2,Category 4,12.31,2022-08-06
122,45,Category 3,995.0,2022-10-30
81,39,Category 4,910.27,2022-03-08
134,1,Category 4,745.01,2022-06-22
34,1,Category 4,900.88,2022-02-06
395,31,Category 4,428.4,2022-05-03
162,46,Category 4,609.47,2022-02-01
460,12,Category 1,394.6,2022-03-13
251,31,Category 4,368.59,2022-06-26
393,36,Category 1,749.05,2022-06-14
435,24,Category 2,583.56,2022-10-16
266,1,Category 4,876.2,2022-01-29
460,24,Category 2,779.68,2022-12-10
37,33,Category 2,526.39,2022-11-18
349,6,Category 1,711.79,2022-07-09
187,46,Category 4,592.4,2022-08-16
392,41,Category 2,358.36,2022-07-08
332,47,Category 2,311.21,2022-12-12
195,40,Category 4,594.18,2022-07-08
93,31,Category 4,529.1,2022-10-04
124,7,Category 5,540.42,2022-01-13
248,39,Category 4,919.74,2022-04-23
222,13,Category 1,542.85,2022-09-24
239,49,Category 5,406.97,2022-08-14
55,30,Category 4,377.11,2022-03-08
314,7,Category 5,605.97,2022-11-09
115,44,Category 2,437.44,2022-02-17
152,23,Category 2,345.13,2022-11-14
157,7,Category 5,512.51,2022-12-17
179,50,Category 4,189.3,2022-07-18
433,45,Category 3,51.9,2022-05-29
185,50,Category 4,826.52,2022-07-29
16,35,Category 2,210.48,2022-09-10
400,30,Category 4,301.66,2022-12-05
69,1,Category 4,802.25,2022-04-05
408,39,Category 4,694.43,2022-08-28
431,46,Category 4,970.4,2022-04-07
477,25,Category 1,262.86,2022-12-10
481,1,Category 4,432.66,2022-05-18
137,9,Category 1,763.89,2022-08-01
416,26,Category 1,159.16,2022-05-26
450,9,Category 1,356.84,2022-09-05
13,38,Category 3,751.27,2022-07-20
35,1,Category 4,862.57,2022-12-23
433,33,Category 2,540.28,2022-03-01
88,42,Category 2,311.83,2022-12-02
59,40,Category 4,611.97,2022-01-24
426,41,Category 2,357.96,2022-05-19
40,1,Category 4,282.74,2022-11-16
484,14,Category 3,950.25,2022-07-15
305,23,Category 2,264.94,2022-04-11
462,36,Category 1,17.29,2022-07-06
439,11,Category 3,520.97,2022-07-19
175,50,Category 4,230.37,2022-11-17
275,7,Category 5,408.06,2022-07-29
329,34,Category 5,529.68,2022-03-23
38,12,Category 1,319.55,2022-08-08
462,35,Category 2,757.81,2022-10-21
299,27,Category 1,607.87,2022-04-19
420,3,Category 1,997.41,2022-10-02
38,43,Category 2,727.18,2022-07-10
85,36,Category 1,341.45,2022-06-29
199,9,Category 1,40.46,2022-07-21
428,47,Category 2,644.07,2022-12-21
493,14,Category 3,962.17,2022-08-06
123,40,Category 4,571.81,2022-03-19
284,12,Category 1,269.65,2022-04-07
108,18,Category 4,262.61,2022-11-24
466,1,Category 4,712.42,2022-05-13
4,23,Category 2,86.11,2022-04-02
11,17,Category 5,753.54,2022-07-20
41,24,Category 2,170.97,2022-09-26
182,39,Category 4,985.78,2022-07-09
46,40,Category 4,554.86,2022-05-07
411,26,Category 1,211.88,2022-02-02
421,37,Category 4,997.16,2022-02-17
223,10,Category 3,211.76,2022-04-25
294,16,Category 3,482.12,2022-03-26
97,25,Category 1,515.7,2022-07-17
111,22,Category 4,236.52,2022-07-17
494,20,Category 2,383.69,2022-10-04
161,33,Category 2,718.11,2022-05-30
161,13,Category 1,963.26,2022-09-27
187,10,Category 3,582.11,2022-06-01
247,6,Category 1,392.4,2022-06-02
394,39,Category 4,915.11,2022-07-21
314,29,Category 3,390.32,2022-08-22
97,26,Category 1,844.63,2022-12-15
443,30,Category 4,996.51,2022-05-15
460,46,Category 4,836.34,2022-08-08
276,34,Category 5,884.31,2022-05-26
133,9,Category 1,983.76,2022-05-13
89,38,Category 3,35.28,2022-02-15
310,40,Category 4,278.0,2022-06-01
140,18,Category 4,409.76,2022-08-15
89,41,Category 2,598.97,2022-02-17
118,23,Category 2,315.14,2022-03-31
35,32,Category 2,628.69,2022-05-01
222,41,Category 2,107.05,2022-12-13
205,44,Category 2,223.89,2022-05-18
404,21,Category 1,87.83,2022-06-07
399,12,Category 1,114.75,2022-10-23
280,29,Category 3,896.9,2022-11-21
401,7,Category 5,397.36,2022-08-11
106,47,Category 2,226.67,2022-04-27
48,36,Category 1,568.12,2022-09-23
475,37,Category 4,284.06,2022-02-16
203,8,Category 1,179.46,2022-07-05
7,18,Category 4,984.53,2022-01-12
9,46,Category 4,387.04,2022-02-12
105,44,Category 2,173.94,2022-11-30
38,7,Category 5,770.6,2022-05-06
164,19,Category 5,572.36,2022-01-25
96,24,Category 2,684.62,2022-07-29
228,37,Category 4,470.98,2022-08-02
179,23,Category 2,561.29,2022-10-25
360,28,Category 3,109.04,2022-04-29
300,18,Category 4,363.57,2022-03-04
127,30,Category 4,490.98,2022-12-25
225,43,Category 2,675.76,2022-02-12
172,43,Category 2,320.32,2022-11-02
417,2,Category 4,305.2,2022-12-21
303,28,Category 3,340.45,2022-04-14
421,10,Category 3,597.07,2022-12-05
1,1,Category 4,264.85,2022-09-11
108,8,Category 1,780.01,2022-05-28
116,2,Category 4,400.84,2022-09-17
218,39,Category 4,271.63,2022-07-04
372,17,Category 5,669.46,2022-06-26
234,11,Category 3,828.9,2022-12-25
267,1,Category 4,294.89,2022-03-20
326,46,Category 4,44.3,2022-06-26
256,34,Category 5,97.81,2022-12-22
96,11,Category 3,626.01,2022-08-13
404,38,Category 3,267.42,2022-06-04
46,17,Category 5,557.93,2022-06-14
73,16,Category 3,125.29,2022-02-19
476,6,Category 1,994.38,2022-10-22
93,41,Category 2,205.45,2022-07-15
228,40,Category 4,427.24,2022-10-12
46,14,Category 3,829.5,2022-09-04
411,35,Category 2,23.76,2022-12-30
115,30,Category 4,617.88,2022-09-05
283,2,Category 4,592.34,2022-06-30
220,15,Category 3,281.96,2022-08-03
354,14,Category 3,562.09,2022-11-09
316,42,Category 2,887.55,2022-02-28
398,50,Category 4,926.32,2022-09-02
114,29,Category 3,23.13,2022-11-22
326,20,Category 2,719.13,2022-03-29
340,5,Category 5,975.61,2022-03-22
88,6,Category 1,983.97,2022-05-06
66,12,Category 1,774.26,2022-10-20
225,23,Category 2,463.06,2022-10-21
377,8,Category 1,813.71,2022-10-18
252,4,Category 1,395.29,2022-03-12
409,42,Category 2,66.0,2022-09-07
323,32,Category 2,718.31,2022-04-27
286,33,Category 2,294.49,2022-12-26
374,18,Category 4,486.18,2022-04-08
249,33,Category 2,115.09,2022-12-07
79,19,Category 5,719.16,2022-10-13
228,6,Category 1,350.75,2022-06-01
497,30,Category 4,573.18,2022-06-26
447,4,Category 1,365.61,2022-10-03
55,6,Category 1,737.98,2022-11-14
315,5,Category 5,380.71,2022-12-09
48,45,Category 3,198.86,2022-09-24
423,49,Category 5,220.59,2022-05-26
31,3,Category 1,104.5,2022-11-22
471,18,Category 4,604.9,2022-01-13
14,24,Category 2,591.31,2022-11-09
307,33,Category 2,908.79,2022-03-15
410,38,Category 3,225.56,2022-11-23
468,48,Category 3,828.96,2022-08-16
281,43,Category 2,869.7,2022-11-20
226,13,Category 1,169.54,2022-11-17
293,30,Category 4,161.69,2022-08-07
384,41,Category 2,252.32,2022-11-04
396,19,Category 5,178.25,2022-04-12
403,30,Category 4,278.98,2022-04-04
216,43,Category 2,556.33,2022-10-30
101,49,Category 5,739.68,2022-04-22
239,27,Category 1,240.23,2022-11-01
305,49,Category 5,75.6,2022-03-20
428,19,Category 5,464.46,2022-03-07
451,36,Category 1,101.15,2022-01-04
192,49,Category 5,806.48,2022-01-05
70,11,Category 3,999.45,2022-10-31
302,6,Category 1,200.28,2022-09-15
186,36,Category 1,343.57,2022-04-13
226,39,Category 4,127.46,2022-10-06
490,10,Category 3,107.14,2022-10-18
79,2,Category 4,949.23,2022-04-14
98,25,Category 1,21.77,2022-07-26
434,6,Category 1,709.03,2022-04-13
133,29,Category 3,402.25,2022-02-11
209,5,Category 5,356.16,2022-08-25
263,43,Category 2,254.83,2022-11-03
297,7,Category 5,660.59,2022-11-14
105,43,Category 2,445.86,2022-01-18
24,48,Category 3,306.75,2022-02-14
377,22,Category 4,202.46,2022-02-05
106,39,Category 4,746.35,2022-11-18
409,2,Category 4,76.64,2022-09-20
353,21,Category 1,421.77,2022-09-09
101,45,Category 3,34.03,2022-12-25
87,34,Category 5,208.37,2022-09-06
333,34,Category 5,241.3,2022-04-18
314,50,Category 4,395.55,2022-01-25
310,13,Category 1,258.91,2022-04-21
334,19,Category 5,93.7,2022-03-25
149,21,Category 1,675.49,2022-06-17
233,5,Category 5,835.03,2022-09-05
449,17,Category 5,551.86,2022-02-05
398,39,Category 4,353.97,2022-05-24
229,43,Category 2,132.92,2022-10-18
398,38,Category 3,883.22,2022-08-01
20,34,Category 5,199.46,2022-06-18
356,14,Category 3,412.13,2022-01-13
427,21,Category 1,454.61,2022-01-08
119,27,Category 1,103.21,2022-09-02
273,28,Category 3,815.43,2022-06-27
274,1,Category 4,894.34,2022-10-22
276,47,Category 2,767.86,2022-01-19
478,5,Category 5,955.65,2022-04-14
251,16,Category 3,730.67,2022-07-16
345,11,Category 3,105.96,2022-05-02
336,37,Category 4,803.95,2022-11-02
483,39,Category 4,578.32,2022-02-22
192,35,Category 2,571.82,2022-01-03
360,38,Category 3,139.19,2022-01-30
74,8,Category 1,179.42,2022-06-25
228,41,Category 2,421.85,2022-04-24
86,18,Category 4,86.34,2022-07-25
317,50,Category 4,726.6,2022-09-16
291,15,Category 3,633.16,2022-10-07
198,49,Category 5,383.5,2022-06-01
49,39,Category 4,688.38,2022-01-03
121,44,Category 2,821.9,2022-01-24
497,22,Category 4,213.3,2022-06-12
388,44,Category 2,944.97,2022-07-23
243,48,Category 3,262.6,2022-05-26
130,37,Category 4,45.67,2022-05-17
43,20,Category 2,252.22,2022-06-08
279,36,Category 1,306.77,2022-02-13
306,13,Category 1,840.07,2022-01-14
250,43,Category 2,437.92,2022-07-06
113,37,Category 4,392.03,2022-06-15
286,2,Category 4,762.1,2022-04-07
402,48,Category 3,776.52,2022-05-09
322,50,Category 4,452.5,2022-03-04
73,32,Category 2,807.12,2022-06-20
371,31,Category 4,42.05,2022-08-23
479,5,Category 5,226.78,2022-07-27
318,32,Category 2,447.3,2022-07-09
64,19,Category 5,857.63,2022-08-11
191,11,Category 3,421.77,2022-04-05
363,41,Category 2,357.51,2022-02-13
383,4,Category 1,104.53,2022-10-14
93,34,Category 5,93.47,2022-05-05
204,19,Category 5,945.44,2022-10-16
36,29,Category 3,848.09,2022-02-25
249,38,Category 3,706.69,2022-08-11
97,46,Category 4,482.22,2022-04-19
417,12,Category 1,461.2,2022-11-05
86,10,Category 3,496.97,2022-05-10
498,49,Category 5,704.42,2022-07-02
27,13,Category 1,97.62,2022-06-06
166,8,Category 1,829.68,2022-04-18
325,34,Category 5,853.55,2022-05-09
35,42,Category 2,260.22,2022-12-27
284,29,Category 3,76.39,2022-11-05
251,22,Category 4,116.45,2022-12-15
309,48,Category 3,926.58,2022-06-04
35,14,Category 3,975.27,2022-12-23
382,11,Category 3,190.0,2022-05-27
276,25,Category 1,878.56,2022-08-13
430,36,Category 1,557.0,2022-03-04
6,38,Category 3,739.05,2022-09-21
73,13,Category 1,915.28,2022-04-27
91,38,Category 3,351.21,2022-04-22
244,46,Category 4,127.85,2022-10-30
146,49,Category 5,695.36,2022-12-29
165,17,Category 5,237.95,2022-11-10
232,25,Category 1,290.72,2022-11-29
308,17,Category 5,31.41,2022-12-17
125,49,Category 5,897.08,2022-12-16
241,44,Category 2,334.06,2022-08-11
460,24,Category 2,72.35,2022-01-09
493,28,Category 3,702.67,2022-06-07
128,11,Category 3,215.97,2022-07-31
422,21,Category 1,804.98,2022-12-06
112,22,Category 4,890.92,2022-03-25
478,25,Category 1,996.93,2022-08-06
17,1,Category 4,461.83,2022-09-30
64,31,Category 4,558.01,2022-06-25
108,4,Category 1,73.08,2022-02-04
308,42,Category 2,717.76,2022-03-09
314,9,Category 1,14.39,2022-12-11
72,23,Category 2,344.88,2022-07-23
486,4,Category 1,892.54,2022-10-27
212,46,Category 4,128.02,2022-08-26
289,5,Category 5,810.44,2022-02-25
366,25,Category 1,640.41,2022-01-10
294,6,Category 1,970.39,2022-10-24
4,11,Category 3,209.12,2022-10-28
30,41,Category 2,631.19,2022-12-02
18,17,Category 5,190.76,2022-06-07
79,32,Category 2,340.41,2022-05-30
183,9,Category 1,163.99,2022-08-04
432,26,Category 1,815.2,2022-07-28
267,1,Category 4,339.62,2022-06-15
118,4,Category 1,99.53,2022-06-28
456,49,Category 5,573.7,2022-02-28
287,2,Category 4,249.05,2022-09-28
148,50,Category 4,739.13,2022-11-23
347,3,Category 1,80.19,2022-12-10
79,47,Category 2,332.0,2022-06-21
140,14,Category 3,408.82,2022-03-18
405,33,Category 2,202.06,2022-03-03
23,16,Category 3,704.91,2022-04-17
95,31,Category 4,150.89,2022-06-19
333,14,Category 3,669.95,2022-01-15
234,50,Category 4,461.79,2022-02-22
345,42,Category 2,723.16,2022-11-20
47,24,Category 2,179.65,2022-11-21
68,14,Category 3,946.59,2022-04-03
427,45,Category 3,782.51,2022-03-19
135,49,Category 5,51.08,2022-05-08
393,17,Category 5,779.04,2022-09-03
182,33,Category 2,606.58,2022-03-27
378,15,Category 3,281.3,2022-11-03
338,35,Category 2,304.74,2022-01-08
84,24,Category 2,864.83,2022-01-31
268,44,Category 2,765.56,2022-10-19
166,36,Category 1,974.16,2022-06-24
355,43,Category 2,537.22,2022-08-18
290,35,Category 2,15.02,2022-07-12
390,41,Category 2,749.33,2022-07-01
391,31,Category 4,799.14,2022-09-29
255,8,Category 1,36.33,2022-01-31
176,27,Category 1,572.09,2022-12-13
32,8,Category 1,533.21,2022-04-18
38,22,Category 4,658.35,2022-09-17
500,5,Category 5,872.43,2022-07-13
222,6,Category 1,506.37,2022-04-28
329,10,Category 3,559.13,2022-03-11
135,7,Category 5,285.0,2022-08-04
141,28,Category 3,867.57,2022-12-06
75,5,Category 5,986.69,2022-09-19
333,15,Category 3,706.25,2022-10-16
406,23,Category 2,882.38,2022-10-20
257,1,Category 4,212.28,2022-10-22
282,48,Category 3,808.15,2022-12-06
63,36,Category 1,678.38,2022-05-21
122,17,Category 5,341.62,2022-03-29
341,25,Category 1,768.31,2022-06-08
65,26,Category 1,762.38,2022-04-25
370,29,Category 3,169.07,2022-03-28
331,18,Category 4,437.05,2022-08-23
115,20,Category 2,254.67,2022-04-08
460,4,Category 1,261.31,2022-05-08
236,46,Category 4,205.7,2022-11-10
135,7,Category 5,211.56,2022-05-22
436,33,Category 2,383.85,2022-03-16
261,47,Category 2,708.13,2022-06-08
336,40,Category 4,874.48,2022-12-05
124,8,Category 1,270.24,2022-05-17
471,47,Category 2,174.12,2022-08-05
419,43,Category 2,215.62,2022-08-12
86,8,Category 1,194.11,2022-04-12
171,12,Category 1,533.0,2022-04-09
448,1,Category 4,727.49,2022-01-22
215,19,Category 5,467.17,2022-03-05
446,21,Category 1,197.26,2022-10-17
163,45,Category 3,811.94,2022-10-15
340,11,Category 3,635.38,2022-02-08
342,21,Category 1,687.39,2022-04-20
401,25,Category 1,953.54,2022-07-19
148,17,Category 5,335.54,2022-04-11
114,46,Category 4,96.31,2022-08-06
377,47,Category 2,161.1,2022-09-08
329,36,Category 1,872.83,2022-09-07
117,25,Category 1,169.2,2022-07-01
352,23,Category 2,16.32,2022-04-27
181,28,Category 3,42.12,2022-11-04
481,27,Category 1,367.62,2022-04-01
338,6,Category 1,907.22,2022-10-20
242,9,Category 1,709.16,2022-05-20
115,9,Category 1,48.12,2022-09-13
365,12,Category 1,810.25,2022-06-04
242,35,Category 2,949.8,2022-08-05
384,41,Category 2,503.85,2022-06-25
49,33,Category 2,336.0,2022-09-12
248,36,Category 1,848.5,2022-01-02
268,8,Category 1,103.67,2022-10-26
19,34,Category 5,193.69,2022-01-12
46,22,Category 4,788.32,2022-02-13
365,32,Category 2,182.25,2022-08-29
493,12,Category 1,802.93,2022-07-09
228,45,Category 3,840.28,2022-10-31
411,1,Category 4,392.53,2022-12-16
172,8,Category 1,370.8,2022-08-06
420,24,Category 2,294.83,2022-09-21
330,35,Category 2,660.96,2022-03-19
151,30,Category 4,216.97,2022-04-25
498,38,Category 3,666.32,2022-01-10
394,17,Category 5,652.29,2022-06-13
10,4,Category 1,901.71,2022-11-02
69,18,Category 4,322.49,2022-02-14
59,17,Category 5,97.8,2022-05-04
302,9,Category 1,731.66,2022-08-25
324,24,Category 2,197.4,2022-07-14
458,6,Category 1,365.96,2022-03-20
388,50,Category 4,840.1,2022-01-20
6,19,Category 5,318.06,2022-12-17
134,6,Category 1,612.86,2022-07-15
303,47,Category 2,704.13,2022-07-04
173,23,Category 2,299.03,2022-12-18
411,40,Category 4,538.41,2022-11-30
488,44,Category 2,830.69,2022-03-15
89,12,Category 1,442.8,2022-10-31
303,25,Category 1,889.91,2022-12-04
323,41,Category 2,638.33,2022-11-30
114,4,Category 1,891.6,2022-06-12
210,25,Category 1,358.97,2022-02-09
179,35,Category 2,988.79,2022-08-24
65,23,Category 2,480.31,2022-06-12
120,4,Category 1,785.99,2022-01-30
343,2,Category 4,990.98,2022-08-13
414,21,Category 1,708.84,2022-11-28
199,2,Category 4,991.41,2022-06-28
420,42,Category 2,639.1,2022-10-08
481,36,Category 1,172.57,2022-07-07
246,16,Category 3,340.04,2022-12-01
344,30,Category 4,418.85,2022-03-22
167,25,Category 1,883.64,2022-05-19
499,31,Category 4,837.73,2022-05-30
235,44,Category 2,887.5,2022-10-12
41,32,Category 2,937.62,2022-07-26
308,17,Category 5,834.28,2022-01-19
341,20,Category 2,219.87,2022-12-10
226,49,Category 5,221.59,2022-11-20
355,35,Category 2,481.84,2022-03-05
50,1,Category 4,32.33,2022-10-22
269,38,Category 3,945.67,2022-08-17
11,5,Category 5,976.44,2022-10-01
407,45,Category 3,444.74,2022-09-30
40,5,Category 5,264.26,2022-05-16
192,48,Category 3,224.35,2022-05-03
385,17,Category 5,889.88,2022-11-25
